Source,Target,Weight
qKHA^nAObeMCW,[@O,16
rOoQFkjPl$Bwau,QNK]csJFuSRBMzLYMPcm,17
=ZfYZvHNLk,VxbccobpikmHfK,49
-VVNP$#T,",VS-Cryqwt)z",47
BtUQQU=BzkUSHIZgfuTZ,>y-,17
"NxPwkEigp,EOx,^hYLM"," g`xMPz^VR",47
";ADH<XOV",cpswOJ/ykvgIbeT*,27
CFvPJJAHPI`VOWFBS,MUpWFI'Adu$,39
RFCdCzHnOSh,OYFhmadhdcYn>v>pgO[jcW,10
aKolcRwDfTp,"ti;ukXPnFy",36
QvYXmYgYUD,hwgHmMpFFeA827,42
CF[-lQ@,LhLn*Nu$EpunCIo,50
"loKQE$smQIgcRlX m",ouowYsiQlddX*veJ)bXyp,41
xEnhIdNxOrd<380,"ZExBqQaVCWkSAdP;ZBlOx",43
jXSqrYqXxB,DJDG,49
nDEdrcgmb\EvirJdo(a`967,vKXdAbjCvZHk',5
/BN:psoSTnaJpAGlyYzW,h'lVgWQ,41
"mKHTGAE@VYh RsLVuuA869",FFAUzssUlc.XuzNF,37
Ye_GnXg&N,KyEtzbAELlyJul*T:TZf,25
"\G\;",jGbGZelfXLvySsoPt367,43
pLAsxCgudj,"r Rb=?",29
"C,KZhRapiEbG(vEUjC<ph",:>SWV,20
feYrEO/,G-wlUv.HaWvJg,19
tY`,iLwdDDNNwwIqh,42
-.YrA,"ho;>nkEQs`Hi",42
"r;",RFkdWZ(,47
Ft,Kwenmrr^D\`FhGGyfGdEum,4
fixHXeOOuRcmNQCV]'980,fZ-SXu-,9
teIJ(iWDsLufB]:yxP,Qh\DBhzcLKe'Tq,50
"qIHlvd?ZwmKrGc;d@wswX700",YiQQlmpGwfROOZcuca#f,17
ObABxoj&kbWf[,ww/mb(MakNV,41
G,km,36
MQGwPnSsTIlpeWvQv,"yW =aaneV",1
"DtGtsfCNUHLxRaXn,bsgH",uvphiHLfKIkbiYfZ,48
w(WMho@,hIYNrY,42
SKADKltuLRvZZs\,"nZL,AeoP",10
E$sJ,i<ulaQc-]IjzZ,1
fRYOjCLnKa,Eq>q$,48
SMdcXQJGejOpw@kRd#l*295,"xFH(cSjLRCpl scoxYmv-H",27
nTzKcKSPjjpcLH.r\,_&.ok,48
Izfkdxuo?106,nhzr',40
"ykXeobIDqc)x,541",sec>c)akabGxa-qoD,45
u.NZiZunFbC,H?z(,23
"[ Nu$s",";m@utocGqIeY",19
uSYhga/:$mNFJWbOPagBD,M>keERDQFLPscs`.,31
BV,RTMVNB_tWqS`+RBCILaNsYY,6
wYdBPoJ&v_GLOUhgSj\aYta,"ivaJPFZRQb,AgceBjY",17
AK%ikQg<,kFCcyWxFqm<YLVAK,31
wqB\Gor,.F+,42
=?*BQM283,rmzcFHr'juNs`qVpW,2
Z.LlBVHi'NMTVc[x'588,dXLVglLxjTwfLdMLSco,39
"_L,422",i_Xv*AJJU%J,3
"Jc#J;mLy k",zAxrRFOP&dOpg\314,41
Q\BpMa[775,zByRIVzdp,16
hfNMTz)pn,nOlyGNkVzuNKKchEIEId,49
zwEjXemYSRpHFkdin,AHREWQVb,26
QJQEx,gURYiIv[qHldplo441,17
zudzzfByuBYSCooKM,Gkq/l(587,47
xoZtPioMtdTVQXZtoX291,olnk709,21
"YdqaXTkLEL;HZdt",YOylBMd_?oHWJFJ,46
lhgPv_jctqCPJL>,xganaSngEgbbDCkeIXi,50
n)gV,yXyQZOU,14
bMXfyaDrfa_mbkMIWR,"Jc#J;mLy k",24
`P[N.,El,2
viJDXVwiw_uFEktcpPf-998,"VsxtF;XAcINMAFCzt#967",15
CF[-lQ@,bVfHqGCl$Kk[JTTMOOkvPd,50
"BhI,bmLgvAZ]WDIfJSnA",LqrCMMnCzFDmoafsR,39
k_NJyI],a(`)CtqQd,46
#snimwZ+YnA,ONXnN]c/befIkA,18
GUwrH#(wrRO^g,"zARyG; leZp+rzzBqtqJAeU$181",41
TzzyjEhPGycE,"P<;;",38
i306,"Eg Fi^zyCaRLqTnP",12
+djv_wfc,rYtQDNrxCpbSNuTwu434,24
EV%/k#851,"ijd;qizePMDQIM*e-950",36
so,'K#dwHiii[KkOZMmo,9
'zc#DOAKuWvmryPFeeR,yLiegbkP<QfWDkuKq120,5
VbtDHAJOMlRvt,xsi$l/bkeaiP,47
Q+=bU>,RPK,33
^+N,gTZUCIbNr$[_TSPyEBv,41
PpmLatlSo,wBJiyeS_,7
" RY #w964",FuhDUxdW+O,7
SrWgeXy^461,Txi,29
oVjfXjhmdlIhsQqezmxW,YMg.YqdRMiXZInKsM,36
uQoEyNhFV=435,"NVp;_Hgu^408",39
pvLUyoDdOnXsBMyY(360,lgSjWX]iFvEYBVFPblO,37
"]TZ(AmdY,K",ImPOgKCZmb.DpVGvk,17
pig>yN,QHZWdUMkTHjqOJE+167,39
zaP?Hld-*S,GzTeBhGuNDtcmCvtPyWa=,20
so,"`NAL;o",25
PZL.eAfWFGDh,AR:,1
uUO<UP/uLPvKn@wJCl," qyV'seKsRyZQnRAOsh",7
"W+-,T^797","HmdPAZG_X,792",31
U>r'd'w,"vdP,ww-'",23
O',lrYnHeLwM&VFnbIYyVdck,6
zfM,vy%+,30
=YFJXb*r,#twvOai#mdnoat,46
YcOwDD-JyAtUvc,xIjANOpHqQzu?aKa@VA)FfQ,34
"NVp;_Hgu^408","];D$",27
VBdIQexTtZxvwcIEv,oVlreaZfqSgZxIgb(nu855,49
iqrgaOx+hpFPxZdpg$I,fKrkQbvQDpNxpMMFklh,28
NhhcWfDjvUu@fHAymKcK,mEGiS,48
<%l_161,gckwcUlqC?%uwAHKf,20
" ^>lV",bgte$mrUdypdeK@LiA-t445,19
Z.LlBVHi'NMTVc[x'588,JYVoXQrpO_Sjahpow#758,8
"oWAO mF#)fJ",pJVetTmPaIhpoCK[,47
.buL,o<^',18
.M+RKPuA#hbsqa,xuJlB*t\,46
QIg[g:va,SDheNIzixcOIxvL:290,4
zt%Jo/$BJ,(u^OVplLTCWo,8
MU@W<yvqEoUL#780,@v,35
"AsjdYHAo;yIgRRZ`rZ","/p[EJs/Ccn 977",46
[WQji=MKUQLM(IiNK,"CJhfy;IYxJ`jTKwAD(n&585",24
q,zvLihbMBTxMbLYc,33
"OPI<RQ;YtcLB/fXxm",mZBYNksWjVYxgs)sx,10
byIXmMfy*wBEtFNBRE,z<CoaeUa]X&vaC,16
ENvuXnGsncYuWE203,QDnWrcTH^yZVa,7
GuXIDoisPVvapSOB,nXw[uYz@rlqQKrXGVo,12
#Sp+789,aOxRcrZQNx[I,34
kIcQnBFxkZqjaomiDbMG,VYfXBImEnghaQd901,16
-upV[*180,IhuE,42
rvzNjXpCtYKmWHr$GKsU589,KSBKYMjKCileYJaBIqV,50
PSQSkbhWn?Mkf,yU,31
mZJ\mLHyBnMI+`NG,"YdqaXTkLEL;HZdt",37
MnFVSDfUrLnNrKIdV108,LqrCMMnCzFDmoafsR,1
rjkwLnuhPxXUU,";QQb*-Chhcf",35
/&u749,waAgWcfHDmMczpCw^KbK,31
"p[YZby/WwYio;Ue",gotZgM,40
N>yiY]aFH535,uNk@xrc,44
jHCRXkSSLCvGqYLOtuA,fT><FmrXQJV,22
@wB,VBZF@cMIdQvIODd,18
"VapINq ",WpZHpfQq>S*EHDTZRb,38
OuRwqv,HtTFK+q:>kURICXOe684,47
iAbIOcSpXp+:V.Qnt,[kFTW.557,27
yLQXOO,GjGtC[FLHID,45
rrc'v#e\rt,dgJqsLY`>niiGgyRfoY,39
GtJ[_USq$730,Nl%Ij/M)Ce,26
kwdsDPyJQujr*VX,sbr]mDANcauIP435,27
IcqeFojT,.dsW_.DX719,24
bB^`LMFg=TILRsOw,f\uI^s#TQV,16
i'<+QbhephGo,EtfnPeMeJvKtc,22
NKGlhClspGZWQJWQSC,`S(n/,1
"dkpx,WDmjCqu,zeTzLt",L.&%,5
igwvRvoB,q==EojGZ#aKBOIc,44
cHjKqkMfWq?YQvARZrWt,uf+@f,37
dqvAVQ$qnP,TLgNwWBYVAFCjTz,8
ONCUzmHUhgzNajm*mjM,cj^h^pOoam,17
"[,bMCVbEaxGpTUxXDQhLGb",TsQ$IWyap],1
nsCAofbnPcHMFIe,I=dpD\EfufxadZI:LytAkv+539,35
`+rCHDZ,"t;.GQ?u",16
r?_+M,oIPjrA_344,18
^bQlo,yD(rP<I,33
oHHnZMV(tGVHElPU,NguAsjA@OQTbQMcrw<,32
Cwdb'J,nStwvUeJk[S,13
zQEdU'RD,'L?^Xcj,47
l`xt=gqcHNAEJYitNWU,BDBmi?(jt,25
sCVLyFVPrKGfTEuUwGlp,ftXZMnVe250,32
'xpZbescQqHTBGXDVl,u*,12
vExTGAscD-hCJmoX[x'796,OfkJYDFY,9
ONCUzmHUhgzNajm*mjM,NRE]xaIeeOBv)uEZfK$knjk,43
`j.Y,lifXHa,46
nwdIQcN,SVmKGcoSwMqpeZGDD,30
GgGxxnKgoGrXxEFjsaqC,"*Xvb;nYftA]oLuEm",8
B*MuO_COq,@YJiIuKWHIBIqzoJQ,3
";TDqjVnicMml",KzihFqWWU<=268,41
MOVp.FBln]660,"E,twclLXH\xxIu ",39
-SjwnPBvk&m,Mc=#.P,8
SwpPmIBFAAOrujUt,Ft,9
Q_Z_NJqeycAz,Fx_KRxs>jHnOb,9
nXw[uYz@rlqQKrXGVo,lQVJcCKCNCNOtU,30
CfwPvjxVTzpCJdRh,AivJgKhpnfM/s/TvEWIE476,3
OXPyOIg`axEm^B^Zr,vwRukQkQVNTnwfDf+GxV,5
k^feeaZAMWzbgU`g,GEudRwXiWmkCJCbZq715,49
yXyQZOU,NZckrHXDvrVYJOiSS,42
Y\^+,'VJWtL,35
cDKulcJTY,JWrHdoSiXgz<GpAd[NmVST,41
zqMrNftKOEfd-D\eI,trjvPBzDgcS_649,44
"dbpm:Dbk;NDjI`IX",dCLVvEDkbBCpSXLBj,36
T.dbq(O,rb<cmdURHEH%oMC,48
jteLCvvrHQue,WKwBRjSVoOVTovhNkXuC243,17
VABrwh<545,wToSHKsPdmptgX,3
HdlReZvNevhUICidu,O&w%),35
"wQGoHRXrmI<NpQRSc,O:V353",s`jac/gD*AVs,9
bMXfyaDrfa_mbkMIWR,JKIHGPDq+ADyKYMa940,30
"bizI;D^*",GjGtC[FLHID,42
YzR#ZZmV:E,zUSLw,36
+'J,"BNKfwurxOfTkheix;D",48
WAHeZRlEvRL,vdrfTcVoZUCHl,17
kpmNJt^x=laG,TZNYJPE`uwdbtKnsrWq,8
pTYVmoXFb>gyfM,o,18
_g<%w,e@],27
Za]fExuhjAbv'mI$,u]e(,7
zfLt\,"zZSGgg;cSlxmMgjQdDX",39
"jo,VlaGLoHwc161",(-[Xvf945,49
"dCG;as,PYCGu\JTxhOFPsf",b:BvLQhSGDnCLuI[,19
uwbP,"xzEnmoJzLp,?fgdqty",27
Zf,inIGirGec_NtgcnDN:q\CwT,18
zUSLw,LDiLuV#keolYCpJavw,43
GsBHVew$vYLyRXq<s,l(f#LLLKk#,11
"KjaUk;QOkdQUcyuwTsD",zJQxzxIEBtOoJszNcrq,9
nzP?>,orrL.QbOIAfbZxW]bJ,13
hveNokKhXHp'725,kbZYuOSGtVOwUtbRT,37
Y*QrBUNWotQdzSdad?wNiq?,"BRjVQaba?JKQd]q,uMW",16
uoEtMrKpzjbNUFiTiH704,"AnIFENIPa `964",49
GUfm_GjEpItUFEYlN568,'hkVwJ#XJxv/810,31
kINUJEIlQJCbViCvcC,xmDI]FmTBkvEZ_BDIzxTr,20
lBPcIYAGZoODuYKL,"uvGVYyZD@QUqMVOzvQ,E",39
iyPLY`Rjeg.WpwrZAGS,<JGtq=ewy553,35
"xQ';H",/RCT,14
OHtqReHKOZvo`&nd,f$EEUVm,33
"av*,wM",-xt\G,44
qVJaCOyPErQWV<&,Ik]yo/Iqv,13
KDIZJJbSMKAaBnhrwFyc[,zWkNCc_NbsnrUyxc527,38
rwmKzqet]Hvk,"\U;mw",42
" Fb^"," R*TomrIpju",37
eJHbwBNQfnVXVvdwdSs,>_qG',45
e+/YKnpsHbM%PrWgOVlDr.106,"hfuDNFgX.wH,260",21
aqHeqaqaJt,zOFPggSA#lNlnNRJ&Qfws,18
uZ<<BG,M.b?i&(852,27
AyegqZAKZ368,"AgdwMK<EwOnbvzuCZl;/921",33
"sxmevIzrWbL SSsh^WSC",gfnLN=P662,49
l(f#LLLKk#,M]<369,2
:mHCfOvuXSWT_r=981,"krJuYjmbXw;TKRQwog",38
YNBwIh,rL,6
LbqqFnJqd,TYAaklYd]fElBSyV,49
.F+,wFbLgUuvBezi%MC]Pt?jH,13
"J;dcF_OvKJW)BP",vPgYiAPh516,26
=L#ls:zDNsiRcM,jNLjtEq)KKrgEXWPJZ',44
]`c,"uBFoAUK';htt]j",45
"l`;'sfkFQdez",eGM.K>HejfgBQHf,39
JOvjRMJWRhxoaS,"yltqrd;AbNsIN+cxbF*g@735",6
Nk/,rqBnBDvwbwbmYVII,18
wV>UEykc,cPrOFpvtSoo=BaKb,41
JR,lQjJ>623,25
oFh\P'988,nyMKrxbmz=,42
ImPOgKCZmb.DpVGvk,SGDDU__mcjDsihmrPjCK(,47
-amKjgk`NBsJVYEeN,\n,41
XxcJJf:HQSkI,TzzyjEhPGycE,34
"S_oM;oZDgJTMlGLdtISCa",l?ZgtjxUuv_LvJeVElDpNf/982,24
hwV,&'P/H,3
iInTpr]y,YpFAkth,34
nIyeV,"W,UXg@Xafv684",20
l-ja,iNDOaODudBznEnLUYDV,16
t/dOngCdy+giRese,MDQsSJxr=j'dyEWoijLb515,4
"GJOkOK`l dp^lqfA759",DVgq,46
vnMlyDExf%'aVw,LkzG,49
hIG@nfGKSzQHpJr=+,EA``ThwRRQvTQb@bI&645,26
MS>iQDjEEDwIHFMxDeXs#635,ZHeZSLBr]BiwA,7
gdsN*246,"rKc vafwpJElwPJkj-wVaE",7
sLzEbKXAFueruNNdwI,a&SoR#oeSvUFHs,15
uJeP<'XAd\UVpF689,Yk`i]BF,43
McOoB[UGTFF(,hoKo_Cqp:pC-RYh,18
"h,@zN<fe",xZVrPE=227,7
ZZeRfKdQoQzjyECX<438,=cRQ,31
"Jwpy_fn;pW_RvKy550",PLwVpP,16
YV.HfAUUsYtwxu,-Q/+,3
Quo>Gyt)wZK+oZEAiii,SMKnh*M,1
\#N_DvFlj980,PCkhypGif%LOxcvQRb(414,32
ny$?I,uwKEq`WwrAN_FjlQB,26
#twvOai#mdnoat,tH_?<zME,46
"\U;mw","Fgb/,jJEdJ",29
"SQsnJ dsk@/F",EV%/k#851,13
MtmqdGtHHXiU543,aTKeaewVyUoqqvZjkXpR,1
sKeLsmlF+yQSjWotvA,"zNzLa C>+xGqcCAKCjIMVr",38
"bj,l-[r",z*-E,14
"X],734",FNK,8
zUKaGZwIXLrOjESNtjr,_H,27
@clyV.)214,rLJM]@JbqDy,17
E+MRjInsx/PaT:258,KuSsOf,45
sS)Sa)kqcxPi\OokJ,FNK,8
hTKSEwUJ=E,QswR,20
";WZrzQGgxpp\Z",GvjLJgSRcXnMqr,27
dauw^525,HEK>xd#pf.TEh,29
MSg>UJBVME@h,mJIGUilUgfiHeE(sN:d,35
vBddD._q=qby,zzPbL&VfETFxqqIyeAvy,9
"eTBO)<;vL","LDBh;eB=Ud",26
Kv&dHQG_Wr,rb_pR\OAFpzidpm,7
<QflS:NVG=QjcfTZeckoqF,YdsrlrDctArbw=znD,24
czWvGqtPqeYTCWg374,Z,46
ZdyPdSMtIQkKXHTIp[>Y/Xw,X#OdY,27
kO`-357,zTCwNeqc-EnOUjXsEmSX,15
pWbc*J,xEdz*jVYvOXiaXSh(ptSm,31
^yimdxKboX745,fQdNMfePzAEks,49
gdsN*246,uJxwt>jgHU&fQZnb(SQnuM,35
kJJ-WILIGsHHx-kM486,a'BCSAa,17
Lqvv&UkFxeVQjnA,fkSfLfwwWioT,40
u*,Dlh'mptf_uFV$SleE,32
AM`V?,z)x/\,13
crYu+*cdLqQYOGraghOZ,iQZlsvqVhePNm]PkHlF669,39
Rd<,qxVWM>eY,50
"Vti=z;TNoVT_g",HFllYldNbODCrkYW.349,36
nL_ManDod\VLO545,MAw%uq-oERnKQge,30
Z210,ZyWOVo*AqrrwjGHINne%)O,49
rGjI,"E+ZH,bu r",37
nQ#150,YiNB\QIkYZg,47
=Z+hbeA&BouGuvYjdo/600,PBQD*lf,25
n)aUecW<mrUGp%GELGJ,")',z",24
-yl,Jcy<H/mwGiXsVOfYt<zAj,6
cN$Z&'C,"DNKvIgf ZmqEDEgLtM",48
KVosKPs,GdHAVQSJnwEdmzq,44
u,cpswOJ/ykvgIbeT*,12
LxysZzvAtGOZ`lwSHZ#KX,lqAylh,4
yz`J=g%R,*$QX,49
B]fXksTSu,k>JulzBYE%l,40
OQKt&dW(oRvrtSMOqP,bKARdSzKmH-P,18
"UVzQFYjY]mjS,Iu",\_`C224,40
WFnVM#jNun$iSca$wrTSSlH,zvkCdoMGODwgL,14
OUPIxK/NdtoUcGdfDBWVY,[[mjFGIHZ,15
KlEJaPgMmznmXNiV>,DgMYOgtiQqQZGcVY,8
i)JYiIScbRo'795,l'hIDUKmIhvjBcN?628,16
Rr/@zfL-Q,JBbKcGVAlf,16
RoQ(,SDKvr,4
OUcQzAFlgcDPCzd\693,P<BbyCuOYdj,26
"FPE$o;$",";KUvWiO@eufCQewNr",26
$`m,"  Zo",2
"uKuxxNuwPdUwT/i,iBt","$WxFX#chwT odKZ",8
sdvwD?qKfkDmQDYg105,dEcY$a372,38
"Qo>LjZNxNCvOM;IBntbu",hwgHmMpFFeA827,19
]W>OOePgTNHtlKR849,DmjcYLARwxuCKed,29
ZP]`&YVq,"dFcSGa;IWmwg<znx",23
"ebRqoLFvXY;xIXUFDI-N(J",Do\CN%P%JTBs,24
"qcKq#ZaRMZM <y289","Zhrd$\ke i",30
H=j'eYmeIbX)ELdAWADSo,"dxy(iEloQpeWchRAFDINT;",30
duYir<bqBqIIpEw,"c Gtf^JclRpgVlPm>pVbJ",27
wV>UEykc,oHXKpzOzrIhBDZCd,44
dNfsAURGeecOtvSkao,Fsemxm-E,34
KhqLX,dCLVvEDkbBCpSXLBj,26
"ilv[,virB=gDar",SDKvr,12
fromKXFzTftSfPeLT,"nzrSMod RDEUurVJ*842",16
NQ'%snA^qxvYUq,of'hiN)#,30
dFT)AAZSfEY=KovSR&J,nZOUwhJnU'VsJn_GO,13
MnL>,hjJUnzWMjWxO,12
hSnbOhZWdyitd,YnQ\jWUYWOjnKlRsOx(VI,43
bgvLSxLske_WqTkKT?,"gok@KN@pi,332",50
HTL?OSYoDUSdtF403,yyvsZXKdfXVmPLqSGIXD,31
LgZw,ISWcwZ=NoQ,39
"UTA.O*W WXcYuXDxYP",pxrzuYnO(fzJQ+aFykb298,29
"KAQk=;KdyThrVnBN>259",qfJHgm,25
vFLuuwxsvPxJwyGmc,]ZPXtHT,40
.t?JK,"+w AOClDCJcF",15
eDVdh/<LEG,IHHNTRymFxcFThl,37
"o_rR;tycqCNX^mPp",Y&Q#l,23
y$FctscRx&zYeIKgQ,QmYQRsQOMPTCV)gh+270,23
aSq`dUL$xXEmbRYIFs695,-lHZJqvqwf-]Rtkul,1
BAlCl%Xxb,>_qG',21
*xK>,H%&,22
gbZNITpmsTgztXGJIHb,`Fgp.:TF,50
tBCQpvH=xk[hYDEC,Q*teg]OWESQauRuD'MJC,15
BGVLaRfGIYIMb,"`NAL;o",36
OBDVLbEAckzpxR,UvZLKyprUnnh@hquimJ,39
Y'115,Y&Q#l,49
efAE_wZIci,"@vGQWOiBYZj\hyh;g",24
"XkYrv/uKgQLLycy(KPnE,899",owZzqH>jhz=cRlqXMiZ,18
Ba-ci(,e=i985,47
DoS,^tTpLxBz.RnrjCKMUAUROX>908,13
nXaCuz^QQSSHNEuEKKDz,_G`e?,35
)ll#=CB,iZ,29
FgpYzSVVbkjo,CEjrdBK,41
/IXSW:Lqm,pyHSzwhqeGNXxQBDQ,48
zujDaOmmWYjphd_JIztG?>,s^ygk,4
ZFXKTdPFhhdEGfMD,KwW^luR,34
gYPHMOQTflKI,hlyWrU)&695,43
McOoB[UGTFF(,ptg[OqDcAUa]Qwgjs+,5
LzQStdIH)KZEGzHVf],lueHGWRLvcQfckFII,8
"g,L.uAGIFm>XdgeFkMAjA",=L#ls:zDNsiRcM,3
"iZI;#M]vzLk",FeAhfJ,26
MHImipFbjWhP?NgD,"XkYrv/uKgQLLycy(KPnE,899",33
PIpDAB[vN)978,",k323",3
fbcIo@sJQ@dO',"(vKhjsFHifFe=,B",49
RHxujTcmSLai&lsrXh*u?mv,$XJ(pDrWCX.vzZlO,33
"r,=oh/v",K#SxxG\ItGoqIfzubbuCA,11
LqbTuNl,u]qN$q,2
v=AtZ[:\188,wASZqGgMmGlldD,13
fwwIPHaPlpnq,bzgAIoWLGKBjSO949,23
"m@r*KZ w",MVsRwAQWKmxEsN,11
"qPPc;ZLMKDMB",XbEVOnCkDe,37
l*zsHYlzRs,"PUHSXyLMsA uBmSW.K",12
"DiHkCeS;gMdQ>r",wqKiFxzmdspXckd,6
Nl%Ij/M)Ce,BPO/B*K=eJTsJ,41
"coAOnXsmHPJF ExETZ174","M;fQ DA@jP",28
mYIs(OTX#KhlapNQjdoZ,/c_,49
"qqb;Rk#G>",NCjMjCIN_jV#MvaT@VXS#906,50
d,CPqpUqF+O.,30
nPwJQdAz.P/Yj,XZ$TNNBRkGHkHHhPx(%,22
+kZ+BQoO,i,6
]FyXNwk(^w,"[k@IwSDJ 289",46
TeledjET^BCbHnA535,"DqWtqm TNW]",4
eyTYG`HrirrCWkvuseg]714,"P;645",24
_UIbAC^440,DUeS-yYznp,48
H`ERBssNzk?$CE,RLXBFdbxtyrrvVSHb,4
FubHqjxfOacq532,MFJyPSu,33
g/YiUouJTOci\OVc%,XpHWgU,37
"vspwlRxiI+)v;",su'126,14
TKMpNwqNXC&BIphi,goKmnPEhexOXo:AAWH@495,47
R+xZcURMGhZtxtmNp,QRHCPspP,46
"-aom;SZbpI)",MiIW_%xMpBNNmQUH,38
s&qeDW,dOFOklbcOEf]H*VkNWI546,21
<bnh.$I,O%*_ajqaCe731,47
fzCROOQVAPJ,mbbXHuwJObATe,16
sPlzP(SxJC(<,OkbuUMe,25
"Ty QQEaJCBlMKkKfe",eCPxQ,47
nsCAofbnPcHMFIe,HvFzkcYOH\,12
nmR[IS'QXDoz,OOFBS,31
K>YAdPlgYo*%,en?bydD_WUtPqPdMZX,26
avcmu_tu)fCpYuY,iIP,43
"bRCSWVnUPU#YKrFc,%",aN&EmvHc:446,17
mDMEWPYCMd+CeYynjv)B,uEV&224,49
rFeG=#,EUNNe=J,26
uhV&RszdmCEnAkUu,"FPNclVuYGeVN;NDp+407",12
";Q'AuJbU",Vcly%lJy(,39
SzuP,gVNYJ_Qum%b297,16
die`eoHjBSPT,UaZLU,42
PMuNYOunRP[A%cz,VpIkmjeuq_trQnbLsdS,16
Czyr%<A$,DgNrdrQmXBTKVWSpA\TP-J,36
fcMQzshjXWsuFFiaK,"eTBO)<;vL",7
"emlQOoIGy-ve(tEMO;Z",ckk,37
IBgIxCnmVjlzpifIMFWw<,"<h' g",10
wDipTMzGYbrGy&969,hFVeoROXwAfMWImgauBC,37
#&O309,"<ZQ@gpJnodq 562",46
"nwfUBrLiG;DOiHftdT.J@295",iOKt&fawO/uDlS,12
uMQf_LluSscTLNkccajP,OQKt&dW(oRvrtSMOqP,11
vua_ZMtb,"Cf SM[YHc",5
cYCuR/NB,"xWlfASyNSTLfthoBm ",5
vI)\,"Qq MpUxUlFFl/t^ZyjTToC",42
XwdpvcUFNkectTOtSMH506,"t]TP KJjnNm*",3
av@rP',YJyhDsBZn239,42
l)AasS,:$R,50
VYXZrHqdak[Sa,"m)XwmtYybFXjUgp;mIFtOV",26
lfrgkPnXYc),*-(yN,50
H/tivI#bwxQey,lzUssOIxyFgFMlPoy+)-,27
<%l_161,Dftfl'489,34
"nADPRrs_D,l.r",qxVWM>eY,38
" s DmkL#exnsIdp","*Xvb;nYftA]oLuEm",31
" [eGn*snp,856",l%eOUFsiKkZVbTAslLWXW,14
uVXEXxvOwkpsihbjC,ogWKsYaxoQplH,50
icFnrgelYfqDeifjxWl,K>YAdPlgYo*%,34
wk[/I,KTLqsNU]G>LxOIme,47
E\SI\,"PZQOC)RLSDHo,JZfp",49
pJnw]mpj*VVj,bUnEa#517,1
glvlMeEhOQOGskDaZ,VvkA,12
B]fXksTSu,TD=dcIVOSsOH]zDdnHUZiY,28
BpMQolkRlISLZUAcHRc*,lS<naoAbzRwjr,20
k/=?UfhtE,UQKjwzjBSgByuC,2
bPZZiZ,jfkdANrjWOtC,2
-u=KzBECm635,?fKCvT^<A460,12
yiAIXFMwKpRQN,nsOVG?SDBO[M,10
"zARyG; leZp+rzzBqtqJAeU$181",wPatsVLvKZiZfel,2
IuUCYP<,AVd(V,32
pJVetTmPaIhpoCK[,eupaBtFQjUbLfvtkX-iq,44
fVjNMppkxwTqq@of,MVCpFXaurR,5
'<ZiYJ+123,axHhZeDIUJ$BkQMPMt,11
&m'952,VamWHzYOUw,42
resYEO^PI:NJ*K,gFwaOwEcbGmZssLg(DYa,31
LL>,qzzqFBjQTatwgh687,16
RFgshngfIb,R%NeHeG953,37
DigIDyBcekCQUdalOhGm571,"-kMjZLw;rCUe",39
neW#rATsGbqpuVJMc,]Cm,31
dCLVvEDkbBCpSXLBj,EaghgpWtvxIYsrwAAXiL,41
pvaUqYtRVJMGha/670,O*EJ[Y:d,23
TyhVIaXf-w=LNNuaFL,"cIzza;VkXZHDcu$",50
QWfwsngWtZlMyL,[zNFyk^Q&135,30
lhgPv_jctqCPJL>,NguAsjA@OQTbQMcrw<,2
$ZPz]X)CT,d%pQgr^VgVNFg=X,27
FZtS,SGDDU__mcjDsihmrPjCK(,19
xRfYsdfuSAgsH,GN$=(c,33
"Y;$pSNOKpgW,KJg(660",RB.,35
VCRu/235,zeNNaw=MwqxhLfNNiYl,16
"unHvy;^AkKGH)554",zudzzfByuBYSCooKM,31
Ik]yo/Iqv,eGXw=ia&bx&334,31
dgJqsLY`>niiGgyRfoY,cwUblzjMXS_JmYj,10
OQKt&dW(oRvrtSMOqP,#erljAmWqPCawp,3
\VhHBxkfuIO^ThRfo^,\p(n.,30
"ep cHIB-rsnpN)V",PDFrlUaxJsgxaftkzUH,10
lifXHa,"C,KZhRapiEbG(vEUjC<ph",26
lnpv)815,"QrskY,fxwgswWFySZ.u",27
"D*J&;",PLx$rV%a)ydi,23
ywzUDfNAECE<yewl,uQoEyNhFV=435,6
aUfiwrZkLAHZkqcDJx,sec>c)akabGxa-qoD,10
PczylQXEf#TfG,KwoWMUoOUGBJTH,38
AVHfNVnTIYSoz,??f/,29
psTufFnI?Z,FgpYzSVVbkjo,19
(OJhafMVDbe%nayEKb?r,zJQxzxIEBtOoJszNcrq,33
bTIxUTbQXNan?rHSJMgtm,"ReZCRI;B[j",3
PdwbxuSeaXGepWfbiNGQ,xpWucleAbQUUpwMH,21
vBw<VAuiK`>iF,"sxjbpAFA$fb,h'gMknF",17
ZDok),L/q,18
rGYGZt^GZQqLcV,Q.kbV`k*yaQfi683,28
K]sADuSH<,DsCWfqzApxYy^iGj,48
nCkA,Lu&GpUeufiMyhrOs322,47
GVzkLlTsvqdk631,",.hx-",43
Lb%,"jGgYQ,JcxGKhHbBMK Am",37
u*,o'.AlZSkcmJTEc)WzO,24
nDEdrcgmb\EvirJdo(a`967,TxDxJQQWoN,9
u#%robNv,UHVwBDOv,23
"wFuEbfjHXSP?kAJ;K(173",";QGZ",45
UaZLU,cEVRylejKwFJ)e>,5
vOeRUfHv,sWKlOior%bFodUkitGn[M,30
