Id,label
"mofuvmjDgcs,Yva","mofuvmjDgcs,Yva"
NyxDaaJ,NyxDaaJ
QWRMzniuoFimUXuej`108,QWRMzniuoFimUXuej`108
ooqQvPtrxLII,ooqQvPtrxLII
/Qd.?yIIUVyLcGNnk,/Qd.?yIIUVyLcGNnk
qLtcnpbJIfZIuITneDu489,qLtcnpbJIfZIuITneDu489
KohvAsTrs@I,KohvAsTrs@I
*N%QXc,*N%QXc
&dzxKlVqHaRO(EawBHf)L,&dzxKlVqHaRO(EawBHf)L
?O:Y:EJ938,?O:Y:EJ938
VA^qMTFGv'WKtKZb%,VA^qMTFGv'WKtKZb%
gqucQNImNFaoDcVlbXx402,gqucQNImNFaoDcVlbXx402
"*B_k;mxaPj","*B_k;mxaPj"
"Au`tO;On","Au`tO;On"
vXxOGwbExKTOl.Q,vXxOGwbExKTOl.Q
vZR`oEirZBY[#tG,vZR`oEirZBY[#tG
"]RIeAlMZ\PVvqSerdk$V;218","]RIeAlMZ\PVvqSerdk$V;218"
sfHQOoDmhFm,sfHQOoDmhFm
ipHViRXn,ipHViRXn
lzrcZcKvUjfn#`E@Jh280,lzrcZcKvUjfn#`E@Jh280
MhxKGEIIBoR_CLfprJr?Z,MhxKGEIIBoR_CLfprJr?Z
KUsvnvvu`dTHSx#htH(668,KUsvnvvu`dTHSx#htH(668
vvWxSsJonMrYLM^R=,vvWxSsJonMrYLM^R=
nev&s(KH/v,nev&s(KH/v
ylFwCFOCwacmm%,ylFwCFOCwacmm%
"icErYH Sh'BslU","icErYH Sh'BslU"
bXORDSQMutnIa,bXORDSQMutnIa
oHoLpKrBuxpTJs,oHoLpKrBuxpTJs
(ZV@FbJohZ[588,(ZV@FbJohZ[588
nxGQJqvFGmULFEMQmcFu*635,nxGQJqvFGmULFEMQmcFu*635
+IY_lKkk,+IY_lKkk
nz/qTOs<wP,nz/qTOs<wP
Bce$&,Bce$&
R+,R+
"vQj-kYCy,QAWVaoIgLTp","vQj-kYCy,QAWVaoIgLTp"
HrAVisjTLhhFjHBWZiQp,HrAVisjTLhhFjHBWZiQp
"VGcFgjGDsH;uG765","VGcFgjGDsH;uG765"
oVaZHqdsmZb,oVaZHqdsmZb
'hwmcSLKJIZYD@@919,'hwmcSLKJIZYD@@919
hnuHV$Ne,hnuHV$Ne
iNbgJHUBg`HMZ_zNf^M,iNbgJHUBg`HMZ_zNf^M
eDVdh/<LEG,eDVdh/<LEG
\zy`uRKPVLEvbu)s+433,\zy`uRKPVLEvbu)s+433
"Wbk,g+EgoVFXn/","Wbk,g+EgoVFXn/"
")x;)",")x;)"
kw`ThiDiuerMe\:LTB,kw`ThiDiuerMe\:LTB
IKedPnjqKP,IKedPnjqKP
hrAwdRlRdKuxV,hrAwdRlRdKuxV
"n#KFELBefoo pb'","n#KFELBefoo pb'"
CPqpUqF+O.,CPqpUqF+O.
pxXdacGFf,pxXdacGFf
GkeJ-jHlfQ,GkeJ-jHlfQ
vZqqspTEYNSgo,vZqqspTEYNSgo
yHwdoayzZ%117,yHwdoayzZ%117
"Eg Fi^zyCaRLqTnP","Eg Fi^zyCaRLqTnP"
va^aZMfpLdO,va^aZMfpLdO
feJZsYjDImNbQkBKhD$h,feJZsYjDImNbQkBKhD$h
_wsT)DdmKLI`877,_wsT)DdmKLI`877
"UXk[tmctBYiqD[xf;DNf","UXk[tmctBYiqD[xf;DNf"
i'xyBpJUPF=Nf.ERb,i'xyBpJUPF=Nf.ERb
gwhLVd#mO@HDGQ+mJFWVa,gwhLVd#mO@HDGQ+mJFWVa
e+LWaXqLU^dOabKYLX184,e+LWaXqLU^dOabKYLX184
MjKykTZsswpWq@486,MjKykTZsswpWq@486
xmDI]FmTBkvEZ_BDIzxTr,xmDI]FmTBkvEZ_BDIzxTr
nIT[pkzrHca,nIT[pkzrHca
"V#uEtW#,N","V#uEtW#,N"
OdYIBSXBv*pss,OdYIBSXBv*pss
RDJGQS([HpaUndlqvMf,RDJGQS([HpaUndlqvMf
eUI,eUI
JeAj>ylMWeeVcOdBtRm\s/415,JeAj>ylMWeeVcOdBtRm\s/415
ZyN,ZyN
xoCSxGXMnlRmJ=yR,xoCSxGXMnlRmJ=yR
]mWmb*X544,]mWmb*X544
fefCF](oJDNkgwHscJTq,fefCF](oJDNkgwHscJTq
bkXSKmchYUOJ,bkXSKmchYUOJ
*LJHkcKR,*LJHkcKR
BQgnjeXBYYhBGWASRKT,BQgnjeXBYYhBGWASRKT
"iMId.cwNddg bxMf989","iMId.cwNddg bxMf989"
bJObXxQFNcTNIR,bJObXxQFNcTNIR
cqST@zgXuEw<,cqST@zgXuEw<
GEGZTMZRyqkNtjXHqJ,GEGZTMZRyqkNtjXHqJ
'<ZiYJ+123,'<ZiYJ+123
tBCQpvH=xk[hYDEC,tBCQpvH=xk[hYDEC
"\G\;","\G\;"
VIr204,VIr204
vKapbU=jUQFbdA,vKapbU=jUQFbdA
QHYftbeXAZ`Az,QHYftbeXAZ`Az
jkQLddcyxzDiYSkNgCE,jkQLddcyxzDiYSkNgCE
JBbKcGVAlf,JBbKcGVAlf
C'Dj+p_926,C'Dj+p_926
NqAPAKdjXqFNzpFkp,NqAPAKdjXqFNzpFkp
OJSx>fXFkzk,OJSx>fXFkzk
E-zGJZim$Vz,E-zGJZim$Vz
kmEjrPzGCRDseMiZd,kmEjrPzGCRDseMiZd
Xk,Xk
)BI'+emIaTzdefnAFXcEj,)BI'+emIaTzdefnAFXcEj
adDu^*UNF,adDu^*UNF
",:E$",",:E$"
wZY'qiODGv392,wZY'qiODGv392
E\SI\,E\SI\
:w_$tIT,:w_$tIT
"U YBH`yXqQ","U YBH`yXqQ"
aVpEOUQzSWmTzSbSTHmF,aVpEOUQzSWmTzSbSTHmF
xP<zBHldBCGgXk,xP<zBHldBCGgXk
WKwBRjSVoOVTovhNkXuC243,WKwBRjSVoOVTovhNkXuC243
O&w%),O&w%)
"wrNtAznytPR,","wrNtAznytPR,"
vwUzgWAzYMHNcEu:788,vwUzgWAzYMHNcEu:788
DpH[JvfZ,DpH[JvfZ
YdsrlrDctArbw=znD,YdsrlrDctArbw=znD
pyHSzwhqeGNXxQBDQ,pyHSzwhqeGNXxQBDQ
Sr)jfyd,Sr)jfyd
mRyv>ByWpRtYum?@KW,mRyv>ByWpRtYum?@KW
Uf[iI:\MGVOk,Uf[iI:\MGVOk
hy'#roPMtBbau,hy'#roPMtBbau
^cF#\oUWNXgTGTAYArGrBNb768,^cF#\oUWNXgTGTAYArGrBNb768
TOPMIrDZ*UyRpl@duQSfrQ,TOPMIrDZ*UyRpl@duQSfrQ
wOSNVLN,wOSNVLN
WkZik<fYbifBzJSeKfivT,WkZik<fYbifBzJSeKfivT
<GauK'irBi$,<GauK'irBi$
FeAhfJ,FeAhfJ
")UE*WDd;hJ",")UE*WDd;hJ"
\#jmA%J,\#jmA%J
NmcdbEiEqFZEkQzRv,NmcdbEiEqFZEkQzRv
BGVLaRfGIYIMb,BGVLaRfGIYIMb
JUvZxDAfLJ<SMrS,JUvZxDAfLJ<SMrS
q$YRMF<LJXMlVQYJg,q$YRMF<LJXMlVQYJg
dFIM/mvC+VGpXDvmVho,dFIM/mvC+VGpXDvmVho
lSwbtIoWhoSdR@wKcVeDD,lSwbtIoWhoSdR@wKcVeDD
byXBnQBH,byXBnQBH
M.qTTPDzXjscTx,M.qTTPDzXjscTx
"bAZLqf$hiWHhQYe.,AODQ","bAZLqf$hiWHhQYe.,AODQ"
bLTPITfkBhBXZ\,bLTPITfkBhBXZ\
Q\>-z,Q\>-z
cN$Z&'C,cN$Z&'C
WKtcaQ,WKtcaQ
uf+@f,uf+@f
wbp-GivdJ,wbp-GivdJ
"YJOX\ycMACCqk;B","YJOX\ycMACCqk;B"
": =d",": =d"
yyjZwTMWQdEsFVJ%C,yyjZwTMWQdEsFVJ%C
IN#kh,IN#kh
LWEQnWqqFVyrzcpYBWc882,LWEQnWqqFVyrzcpYBWc882
jGyH@*paNCngVA,jGyH@*paNCngVA
LXvEcBPQAPGCkUqFK/<>Ugm,LXvEcBPQAPGCkUqFK/<>Ugm
"Rt@GA `E","Rt@GA `E"
aB#b-]w,aB#b-]w
GYecupuRDgkRhWzvOmI,GYecupuRDgkRhWzvOmI
RANZvvDiFixS`z,RANZvvDiFixS`z
XIENHnkFiXUEQCIyYZf,XIENHnkFiXUEQCIyYZf
"eUMO,L-e%QMz","eUMO,L-e%QMz"
$E$@r,$E$@r
rHV@?FyRm,rHV@?FyRm
owRoyFPwRtjiT%s,owRoyFPwRtjiT%s
"EmZkqAWeLDPaF,MNpMbr","EmZkqAWeLDPaF,MNpMbr"
@M`GXKS.,@M`GXKS.
ztSmWKQi=SBFnumqbF]okX,ztSmWKQi=SBFnumqbF]okX
a=,a=
mEGiS,mEGiS
sD[vCQ]EwSZdhph*,sD[vCQ]EwSZdhph*
B_BbSDS%),B_BbSDS%)
suaLHH?q(ANlu-767,suaLHH?q(ANlu-767
m,m
"k'dQuy;485","k'dQuy;485"
+:XzkvB,+:XzkvB
yppGiFBgJUkJI,yppGiFBgJUkJI
WD.fiVrVLb,WD.fiVrVLb
CkAUKdaGprzrhgDamkkR,CkAUKdaGprzrhgDamkkR
"-aom;SZbpI)","-aom;SZbpI)"
mUSY.CmuOcJOz,mUSY.CmuOcJOz
W+XTyMhu+jd734,W+XTyMhu+jd734
Vcly%lJy(,Vcly%lJy(
zzPbL&VfETFxqqIyeAvy,zzPbL&VfETFxqqIyeAvy
GvU<QSjA`G:mW,GvU<QSjA`G:mW
VWHPuuGFTZqBhI:\921,VWHPuuGFTZqBhI:\921
fGOQ_nRAFKb,fGOQ_nRAFKb
VvZzJCCDUH+rCFujAJKcX,VvZzJCCDUH+rCFujAJKcX
eveYJx>l,eveYJx>l
pKsaxx/XJmPHCXVHqsmC,pKsaxx/XJmPHCXVHqsmC
XgVczCX,XgVczCX
VeESvqsnErivHrr,VeESvqsnErivHrr
aHaNnxmckpqQJnJZTOB952,aHaNnxmckpqQJnJZTOB952
RWgynNVO_V\,RWgynNVO_V\
/&kv+dN438,/&kv+dN438
lxwH*b:FvTlUuUbw,lxwH*b:FvTlUuUbw
jbJIopAQPTFfAkP,jbJIopAQPTFfAkP
PGjVsmNmAquvTqHW,PGjVsmNmAquvTqHW
"AuOZSMDC>UNmBWWp R","AuOZSMDC>UNmBWWp R"
sQRiriRGzQAcHPJnft,sQRiriRGzQAcHPJnft
ywQcC&rMd,ywQcC&rMd
gmd/nw?:PbOijeKY,gmd/nw?:PbOijeKY
NklFtSePVxVvPU,NklFtSePVxVvPU
ObIXdIxwydHg,ObIXdIxwydHg
RUzHs^UtdBS`.GR,RUzHs^UtdBS`.GR
"bk'vZriBavPi Q","bk'vZriBavPi Q"
"Z+&oJ;DfA","Z+&oJ;DfA"
"UKPDjzjpdKu YG141","UKPDjzjpdKu YG141"
YDdwJCX>ldZYaN,YDdwJCX>ldZYaN
uNkLQUSUYwRxPMhB:827,uNkLQUSUYwRxPMhB:827
UKKvXgONgjyNpLD,UKKvXgONgjyNpLD
Lu`HP]R[727,Lu`HP]R[727
XxuPGzuDeos,XxuPGzuDeos
cmONntgPQly,cmONntgPQly
^F=m@o,^F=m@o
LhLn*Nu$EpunCIo,LhLn*Nu$EpunCIo
gtRdlJYVuxMOfufm,gtRdlJYVuxMOfufm
'BrepVMzKdymEeXpUfZnP,'BrepVMzKdymEeXpUfZnP
WzdIXH,WzdIXH
o_axpawBgqj:b/RCFkAaQxM,o_axpawBgqj:b/RCFkAaQxM
YEdNSv-PIxLnUOOjbDQR,YEdNSv-PIxLnUOOjbDQR
Ai711,Ai711
JjJpdL(wTQgAr,JjJpdL(wTQgAr
"jRQaAqdxUDnXLawhb,675","jRQaAqdxUDnXLawhb,675"
"JavL fKJNuD+DXb/eZtE","JavL fKJNuD+DXb/eZtE"
z,z
xPXywOzZVcEHX_tB,xPXywOzZVcEHX_tB
"rl;uJ^kQrrw","rl;uJ^kQrrw"
iI'480,iI'480
-lHZJqvqwf-]Rtkul,-lHZJqvqwf-]Rtkul
uHCc.922,uHCc.922
M]<369,M]<369
kKSGlzsVIMcPJQ,kKSGlzsVIMcPJQ
EwFdCq)DR/Unjx[,EwFdCq)DR/Unjx[
RoQ(,RoQ(
WOfFCFCIWixa,WOfFCFCIWixa
fvtWvCopFoUevU]xCWtp,fvtWvCopFoUevU]xCWtp
?w#nGBUaTPWDD\OieRh,?w#nGBUaTPWDD\OieRh
feYrEO/,feYrEO/
U(fCHqlYePBaYwhzBpEO,U(fCHqlYePBaYwhzBpEO
"wOjI*JPsxZcVva,ns","wOjI*JPsxZcVva,ns"
BnMALC>LkQ,BnMALC>LkQ
"MN<_o JMyWbfTayWcwy","MN<_o JMyWbfTayWcwy"
rh.YSlT,rh.YSlT
owZzqH>jhz=cRlqXMiZ,owZzqH>jhz=cRlqXMiZ
"uBFoAUK';htt]j","uBFoAUK';htt]j"
kijOl'OTYxJORMbWQagaU,kijOl'OTYxJORMbWQagaU
waAgWcfHDmMczpCw^KbK,waAgWcfHDmMczpCw^KbK
NceDs@$IpNZtNbVBUkI,NceDs@$IpNZtNbVBUkI
"Gh,)RWB 513","Gh,)RWB 513"
pnBShcZXhqdnBvbIew,pnBShcZXhqdnBvbIew
gpkw,gpkw
vXpGaDdxQ^AkIY@R<,vXpGaDdxQ^AkIY@R<
p=(lJdvMcXsiL,p=(lJdvMcXsiL
M&Sjaq&L,M&Sjaq&L
dJXW?FURz'],dJXW?FURz']
"Ty QQEaJCBlMKkKfe","Ty QQEaJCBlMKkKfe"
"sDcPzW>t;ZtFcO","sDcPzW>t;ZtFcO"
ZmpFVvzvic^k.WjSYqWbf,ZmpFVvzvic^k.WjSYqWbf
Hlz*I,Hlz*I
kJJ-WILIGsHHx-kM486,kJJ-WILIGsHHx-kM486
fcXB,fcXB
koFSsgvjHEwnBs,koFSsgvjHEwnBs
(KIbcKZeF_,(KIbcKZeF_
".xp;371",".xp;371"
n`lrqQ'nQefsnROaW,n`lrqQ'nQefsnROaW
YOylBMd_?oHWJFJ,YOylBMd_?oHWJFJ
`vOH.ElceWP,`vOH.ElceWP
AVJwvDcHWuXb,AVJwvDcHWuXb
MpyNZASJSOA<VO@S,MpyNZASJSOA<VO@S
YcZDlonEMzcwHgUnVDkL,YcZDlonEMzcwHgUnVDkL
ewCq_pbipYI,ewCq_pbipYI
OIVMzSixCv#enkDCnep,OIVMzSixCv#enkDCnep
P:kzL_VVUep@j,P:kzL_VVUep@j
bariunZ+ESTBqKKen,bariunZ+ESTBqKKen
" fO_`nO_851"," fO_`nO_851"
SLae[vgkILS,SLae[vgkILS
vQ`gZpu,vQ`gZpu
AHGnJHbQIxT>uYlOj^BnV,AHGnJHbQIxT>uYlOj^BnV
PRhDThKnBMDN'VQr,PRhDThKnBMDN'VQr
qzsFFjeNSoAoUpG'F,qzsFFjeNSoAoUpG'F
&c@513,&c@513
"pq_X_C LO","pq_X_C LO"
umsBmdvjSsbtlkVDl,umsBmdvjSsbtlkVDl
ZpX]xVJTfuKE,ZpX]xVJTfuKE
&(]zg,&(]zg
&:Yap,&:Yap
iLQ.&M,iLQ.&M
VgGoEVeEDvl/F>PqY,VgGoEVeEDvl/F>PqY
OUHupdguHU<geDy,OUHupdguHU<geDy
oZ%eg=VXz,oZ%eg=VXz
")qoVaLObGx;pIPP)RA",")qoVaLObGx;pIPP)RA"
THbCVk,THbCVk
"(MMe rSZ","(MMe rSZ"
^Rgoe.(zzIAK,^Rgoe.(zzIAK
OamjDcYJ?r)XHM,OamjDcYJ?r)XHM
H/tivI#bwxQey,H/tivI#bwxQey
bPZZiZ,bPZZiZ
"zbI\FoXtrcJLTP:BVh;","zbI\FoXtrcJLTP:BVh;"
"dhWXij.RWLcZqNkpy,PPM","dhWXij.RWLcZqNkpy,PPM"
LknVXwhLeNY,LknVXwhLeNY
"mp>x`;a;700","mp>x`;a;700"
NZzodbtfozo,NZzodbtfozo
ifjtsEX#^cteg*UKkaTW,ifjtsEX#^cteg*UKkaTW
"eMXrDysX=PSTGc;zA","eMXrDysX=PSTGc;zA"
\.F,\.F
ZocQzKw,ZocQzKw
EmL'u:311,EmL'u:311
Q>okH[uJZZIWNFTeq,Q>okH[uJZZIWNFTeq
LhaBll.aau,LhaBll.aau
YmkllVSoNzElKFL446,YmkllVSoNzElKFL446
",rGJNui#CgNhG>HRC",",rGJNui#CgNhG>HRC"
K,K
ghAyTfvNRyYu,ghAyTfvNRyYu
bKqH]NcMwxJkMdMNrLYY,bKqH]NcMwxJkMdMNrLYY
sVaLGMxPpxlqFzPa,sVaLGMxPpxlqFzPa
K)y)ptlVyGtmy,K)y)ptlVyGtmy
BDNVgiSUlLE$648,BDNVgiSUlLE$648
/C'K,/C'K
Dxc*843,Dxc*843
GMclOtEy,GMclOtEy
hVwXc,hVwXc
Tfm[HUsQer%LGrdcV&LDyP,Tfm[HUsQer%LGrdcV&LDyP
aZyxN,aZyxN
zaDU)HsQIYmFC,zaDU)HsQIYmFC
>fryBEdq[bd,>fryBEdq[bd
hRWeg/UrWsTT@yQotQrxto,hRWeg/UrWsTT@yQotQrxto
KLrpRq/,KLrpRq/
psUAgsNDnrF]oLPEx,psUAgsNDnrF]oLPEx
VI#_eK]GDjk,VI#_eK]GDjk
]l?uoGlJgX,]l?uoGlJgX
DrCznc_IkjH^dnGX-bO602,DrCznc_IkjH^dnGX-bO602
U]EfhBPbvp@xV,U]EfhBPbvp@xV
gyYhvyZ&773,gyYhvyZ&773
";j/LIohjT[gFECzn",";j/LIohjT[gFECzn"
N>yiY]aFH535,N>yiY]aFH535
pTYVmoXFb>gyfM,pTYVmoXFb>gyfM
"oWAO mF#)fJ","oWAO mF#)fJ"
kgEKwLwgpqGOnmP,kgEKwLwgpqGOnmP
Oqf,Oqf
dpF/pAfnCX&,dpF/pAfnCX&
K?W-f=,K?W-f=
_lJNJVnf]d/LPmHHKmd,_lJNJVnf]d/LPmHHKmd
h'D'766,h'D'766
YCaTCOmO,YCaTCOmO
Ib,Ib
&:_rZSp195,&:_rZSp195
w*bei,w*bei
CVYcp\pwnbhLkCNwAg:,CVYcp\pwnbhLkCNwAg:
"bqK,nKPqeuTEvd>GYDp,991","bqK,nKPqeuTEvd>GYDp,991"
"H-BzTAiLBIi;iFKLe","H-BzTAiLBIi;iFKLe"
fCKMIYEOfYzw,fCKMIYEOfYzw
CBHq-*,CBHq-*
fQ(e[&,fQ(e[&
kFCcyWxFqm<YLVAK,kFCcyWxFqm<YLVAK
"yW=OvN(Gaebk,rJCoudQj,173","yW=OvN(Gaebk,rJCoudQj,173"
"Wka BnJTJNpVk,","Wka BnJTJNpVk,"
"fguOHYXjxlXx,bWXjzkWp","fguOHYXjxlXx,bWXjzkWp"
djiQm,djiQm
"T(VJmHD l_uflBfTaYdx","T(VJmHD l_uflBfTaYdx"
yVsJdbwombDNv,yVsJdbwombDNv
()cktK)G,()cktK)G
bZ#ShSdv`GMOa+qPrMV,bZ#ShSdv`GMOa+qPrMV
cFoVdpOmCxFddGscoTx934,cFoVdpOmCxFddGscoTx934
YdaocNAZR,YdaocNAZR
pERMdyDHYgSYBrTLJrzd,pERMdyDHYgSYBrTLJrzd
HaElCDNuAAsVjPYC<303,HaElCDNuAAsVjPYC<303
kv$xvIDTuy,kv$xvIDTuy
\f_ITrW=901,\f_ITrW=901
hyLBXA,hyLBXA
xpLoXVwj+h,xpLoXVwj+h
HdlsrbDk&>lI?,HdlsrbDk&>lI?
kzQ#zp,kzQ#zp
gckwcUlqC?%uwAHKf,gckwcUlqC?%uwAHKf
Z,Z
zoRp.MP=nZMlPAP,zoRp.MP=nZMlPAP
IKnnNloEQseNOZgZwvOx,IKnnNloEQseNOZgZwvOx
"QhO/bdlIVn<ylayhoAQTz 282","QhO/bdlIVn<ylayhoAQTz 282"
VBRr,VBRr
Fx_KRxs>jHnOb,Fx_KRxs>jHnOb
jGbGZelfXLvySsoPt367,jGbGZelfXLvySsoPt367
unrgcQ,unrgcQ
ybHWehLP,ybHWehLP
"@#n,N","@#n,N"
KgzOy#,KgzOy#
",hw",",hw"
"BAueVvOcfl@`AKXV ","BAueVvOcfl@`AKXV "
zbRxFnmwxOwAfpfEd.KoP,zbRxFnmwxOwAfpfEd.KoP
fEAooc>hUA,fEAooc>hUA
\yZqrOb)ZaeSzzi=ksGffYO,\yZqrOb)ZaeSzzi=ksGffYO
JxqzxVgq*EOQBWpNWo,JxqzxVgq*EOQBWpNWo
nk+THmq(pqaQToWmZAEnQm,nk+THmq(pqaQToWmZAEnQm
"vkre.bqRe*fJfO&lIIdKO;628","vkre.bqRe*fJfO&lIIdKO;628"
CYKkblOYGIBsjbRX,CYKkblOYGIBsjbRX
vwRukQkQVNTnwfDf+GxV,vwRukQkQVNTnwfDf+GxV
AE'v[ftq,AE'v[ftq
TPAqNuqcZLDAwHfq<QVVy,TPAqNuqcZLDAwHfq<QVVy
"wGkjLkdPvPV,k","wGkjLkdPvPV,k"
?Q&Vw_,?Q&Vw_
"Tqtdyk SM138","Tqtdyk SM138"
AZfagXoZD&OT,AZfagXoZD&OT
Eluu%/,Eluu%/
nDbV,nDbV
gCXWXdcDr@V(wn'a,gCXWXdcDr@V(wn'a
Je-[t,Je-[t
PeL[Xc&AJOoK,PeL[Xc&AJOoK
kBR[,kBR[
zHsM,zHsM
A`WyiAExg[_pVcWLW,A`WyiAExg[_pVcWLW
_aWJmLutWAYJxDPtVM,_aWJmLutWAYJxDPtVM
XoxhI,XoxhI
hb&(DmmujD<511,hb&(DmmujD<511
^#gj,^#gj
",n\B(VxWt",",n\B(VxWt"
>YVu\\mTmqyhG,>YVu\\mTmqyhG
fO^RzayOoX,fO^RzayOoX
sdvwD?qKfkDmQDYg105,sdvwD?qKfkDmQDYg105
QwLxnAbgSCGUtGh'$DRr,QwLxnAbgSCGUtGh'$DRr
INYk),INYk)
"FUP/:Y;jqv","FUP/:Y;jqv"
qOzaGnO,qOzaGnO
"jHPL,YCqe ","jHPL,YCqe "
"jiNl;z bpHFlHD)vqLb","jiNl;z bpHFlHD)vqLb"
reiR=+p$aw,reiR=+p$aw
"Kp.igQVFMgVxU(I,q423","Kp.igQVFMgVxU(I,q423"
"OfnRCSXrPhB,z","OfnRCSXrPhB,z"
"b- VE<jpkejzG","b- VE<jpkejzG"
yQdf,yQdf
ckk,ckk
@oy'Jlm*TI,@oy'Jlm*TI
RixXpxerjWMreRkapdS,RixXpxerjWMreRkapdS
"NLkevod-,jrJT","NLkevod-,jrJT"
waSdUjonUaFMHXjJiSIx,waSdUjonUaFMHXjJiSIx
CROIGIdkNzGFhDtCkiX,CROIGIdkNzGFhDtCkiX
xEC(TkZekNa\bxePJ,xEC(TkZekNa\bxePJ
SjHwFMkEOZt.,SjHwFMkEOZt.
EdO%FpMZ=ufFC,EdO%FpMZ=ufFC
lhOCpININucdVlXZYfkC,lhOCpININucdVlXZYfkC
DEsZh`W,DEsZh`W
HSju$nQahDa%rWZB',HSju$nQahDa%rWZB'
ANwXALsqlKp>BH,ANwXALsqlKp>BH
dCX=nH,dCX=nH
"DEHxNG-,D958","DEHxNG-,D958"
\_#H,\_#H
RrIHy_BudDfXkRCN,RrIHy_BudDfXkRCN
X(xFmkiLXc>UWfG,X(xFmkiLXc>UWfG
XQP.&,XQP.&
xQzvRErmWUhpmiN,xQzvRErmWUhpmiN
_D-Wy/V,_D-Wy/V
AIhcsmjvIIfWm,AIhcsmjvIIfWm
cdc[NRzi<FDInJWGD,cdc[NRzi<FDInJWGD
D502,D502
VxbccobpikmHfK,VxbccobpikmHfK
",u%LSnCKOr",",u%LSnCKOr"
FW<AijBuSe$d?$759,FW<AijBuSe$d?$759
eYe$JjSsI[nRjFrOSDgr.g,eYe$JjSsI[nRjFrOSDgr.g
HHFIV^^+193,HHFIV^^+193
$XRrp,$XRrp
l(>S&,l(>S&
brtkvZZo$C=zx,brtkvZZo$C=zx
)ymFKOuoijQ@FCln,)ymFKOuoijQ@FCln
DBYFwhAHkQJLrRy,DBYFwhAHkQJLrRy
jc_VNtovr$?_499,jc_VNtovr$?_499
"F;396","F;396"
@u,@u
YuIayXfLCs]276,YuIayXfLCs]276
QWfwsngWtZlMyL,QWfwsngWtZlMyL
s<-^,s<-^
zQEdU'RD,zQEdU'RD
QpMDdk(DgtEpQNJKGj.230,QpMDdk(DgtEpQNJKGj.230
EHKOgdPNxlE#vkGMdtc,EHKOgdPNxlE#vkGMdtc
jpuREE&RblK,jpuREE&RblK
t=HHPd+nfVXpoumTx,t=HHPd+nfVXpoumTx
vPMOt[XQhAF^FnkeK[Vt,vPMOt[XQhAF^FnkeK[Vt
Mc)FcQsGwAA[>372,Mc)FcQsGwAA[>372
QfyuWgBgTw#PlaLLR-<236,QfyuWgBgTw#PlaLLR-<236
busiYLIsLYjpPbyug,busiYLIsLYjpPbyug
SK,SK
/fsI?IpGSsyo,/fsI?IpGSsyo
Msp,Msp
jZeXwRVuH-BZmIq-_A,jZeXwRVuH-BZmIq-_A
kYTMg)uQyws#uUEty(Np,kYTMg)uQyws#uUEty(Np
ZAxFk:RsCBGGKamG\E,ZAxFk:RsCBGGKamG\E
TlngYA]ZaRShN#xz,TlngYA]ZaRShN#xz
aoroupWl$IxTDktRCy^%,aoroupWl$IxTDktRCy^%
o/`v=kYwJHGg,o/`v=kYwJHGg
#snimwZ+YnA,#snimwZ+YnA
'UdhEKn`VMz<GrkwkxXgK,'UdhEKn`VMz<GrkwkxXgK
"jGgYQ,JcxGKhHbBMK Am","jGgYQ,JcxGKhHbBMK Am"
YVEUycaHeqvruYXc,YVEUycaHeqvruYXc
"n;Tz*w","n;Tz*w"
$im@vllKsn&972,$im@vllKsn&972
sNpCAga,sNpCAga
PpmLatlSo,PpmLatlSo
TO_sCr]C/eWx,TO_sCr]C/eWx
G`CiJhEBcHJUfDTLQ,G`CiJhEBcHJUfDTLQ
T>IXBqIoZCrEMD,T>IXBqIoZCrEMD
RPK,RPK
vIjuXsKF,vIjuXsKF
JqiuZuHnHQO\mFHF,JqiuZuHnHQO\mFHF
"ISQksJE,a","ISQksJE,a"
wOMTDZTbePJMpii,wOMTDZTbePJMpii
"uR);#Ho","uR);#Ho"
kwrKUFDgwASN`Nk?F,kwrKUFDgwASN`Nk?F
NSrVIsoBJ,NSrVIsoBJ
",g.",",g."
]>H$s\169,]>H$s\169
";QQb*-Chhcf",";QQb*-Chhcf"
AgctOSvb\Ywmqpeoaa,AgctOSvb\Ywmqpeoaa
Glm+fFJ,Glm+fFJ
cqzwsFD297,cqzwsFD297
?K,?K
rGjI,rGjI
"zU@_ ","zU@_ "
HoliWBctDkNfRmioc*tV,HoliWBctDkNfRmioc*tV
ompZmqlYUPZay,ompZmqlYUPZay
InZMJLB_LV+kO?I,InZMJLB_LV+kO?I
]t?Xy&_529,]t?Xy&_529
WWLFWFhQYsu-Mu-,WWLFWFhQYsu-Mu-
A([cKVliId*TEWV,A([cKVliId*TEWV
")pVNctrqdLmfbm,`gRG",")pVNctrqdLmfbm,`gRG"
Tv]pvcGF%&,Tv]pvcGF%&
"%z<,799","%z<,799"
o)rXV/F,o)rXV/F
bUnEa#517,bUnEa#517
Q&aCvH?TAcC_LH,Q&aCvH?TAcC_LH
"C,WOQFHfzXDUT","C,WOQFHfzXDUT"
hveNokKhXHp'725,hveNokKhXHp'725
bpDojNGwcUipHfu,bpDojNGwcUipHfu
"V $bUlcXv-546","V $bUlcXv-546"
"P`HrAycV;HqCYe_FNvcAWgT792","P`HrAycV;HqCYe_FNvcAWgT792"
nL428,nL428
lSDIx/-DOJ-kQ836,lSDIx/-DOJ-kQ836
p)bGV\,p)bGV\
qvYRpsrMgm,qvYRpsrMgm
