Id,label
DZlCmSm*zfZup[sUht,DZlCmSm*zfZup[sUht
KTxLL-\pCQuLSNkJ-JlmXsq,KTxLL-\pCQuLSNkJ-JlmXsq
MKPBxfa,MKPBxfa
"ynuKWH$Cfttl;#d","ynuKWH$Cfttl;#d"
OjJrVmdgspzkjm,OjJrVmdgspzkjm
Lae$ESFzEGclZSBO,Lae$ESFzEGclZSBO
eFUIT-SZDcm?325,eFUIT-SZDcm?325
crGAUHzAnPgESaYOOa,crGAUHzAnPgESaYOOa
UJKqERsRxNddrXAnxZcu/252,UJKqERsRxNddrXAnxZcu/252
zY<wlMMRpRt'L,zY<wlMMRpRt'L
=Dh>'vt\169,=Dh>'vt\169
=qkvnkGC-QnQX,=qkvnkGC-QnQX
OHZmY$`eC,OHZmY$`eC
auOjWxnj`Py`170,auOjWxnj`Py`170
l<=F[bFlASU,l<=F[bFlASU
PGamNJdOAGGLp,PGamNJdOAGGLp
E,E
QE\dmVOyiUU+fsTA,QE\dmVOyiUU+fsTA
HGoX'pNV[gyKSeW\,HGoX'pNV[gyKSeW\
w@vwuXeabmTH?HQdSDfVY,w@vwuXeabmTH?HQdSDfVY
vu@sseNYkzrZmTvnGxW,vu@sseNYkzrZmTvnGxW
"yeQCOQP,SPv?","yeQCOQP,SPv?"
AZiIvyTBkoVY[onJ]`775,AZiIvyTBkoVY[onJ]`775
rc378,rc378
EMlSu[[DuUluoJ%zeA,EMlSu[[DuUluoJ%zeA
bdeOAPx366,bdeOAPx366
KohrLkGXfVDoNx-Dxnw:714,KohrLkGXfVDoNx-Dxnw:714
vCZEmYGETdOwBTgmkb/863,vCZEmYGETdOwBTgmkb/863
XgaDapsf871,XgaDapsf871
nGU,nGU
hyaYcIZPttfmEBxc,hyaYcIZPttfmEBxc
"i,@jKL","i,@jKL"
wco229,wco229
"YNs wGWdImo=GUrC","YNs wGWdImo=GUrC"
"vOOF(y LSLcDGqX#StkXl","vOOF(y LSLcDGqX#StkXl"
py.)%,py.)%
dnu,dnu
mF[eVDV,mF[eVDV
dgnfneUFzOTrrr,dgnfneUFzOTrrr
cPJcT&YTuFBlkF_iCdI#,cPJcT&YTuFBlkF_iCdI#
rkp,rkp
)MNoZGsHmP_FPhIwCLywh,)MNoZGsHmP_FPhIwCLywh
QQtSwyvmRmvWf,QQtSwyvmRmvWf
tGAnrQdItKjnRK:364,tGAnrQdItKjnRK:364
jvGUljJjF,jvGUljJjF
"KQt\;I","KQt\;I"
"zMoO;iGSGoE<564","zMoO;iGSGoE<564"
*XFaFZLmwxzYb%]486,*XFaFZLmwxzYb%]486
ucBzlMfb@ofDgA,ucBzlMfb@ofDgA
dTEUwOOffzIAHIwXj,dTEUwOOffzIAHIwXj
i:Ey,i:Ey
"VNynV;w","VNynV;w"
&bCcvX>cyugO.L,&bCcvX>cyugO.L
ZLIFsJaakyEa#LrfBDjf=,ZLIFsJaakyEa#LrfBDjf=
z:O'lO',z:O'lO'
VNn`,VNn`
uk(:%108,uk(:%108
HxmwcDlAkoANTj+,HxmwcDlAkoANTj+
SxakomjuT:'gEB$oEmCNY,SxakomjuT:'gEB$oEmCNY
KugGykqYOJKFJEpslE^866,KugGykqYOJKFJEpslE^866
iRvUDSfjQ$G?a-925,iRvUDSfjQ$G?a-925
]BxFETcXLluU^My-BYeTHl,]BxFETcXLluU^My-BYeTHl
UYcPKvznd,UYcPKvznd
Ht:YaJ$:yXuWyfWjf,Ht:YaJ$:yXuWyfWjf
q(,q(
lfwj:YcVjvS:185,lfwj:YcVjvS:185
"lqz;Z dBGWv","lqz;Z dBGWv"
T\`\X,T\`\X
FUKufa,FUKufa
QjpK=q<bzVRO949,QjpK=q<bzVRO949
xwOQ,xwOQ
HV&tZ,HV&tZ
AzHcZXCCwPdseCrkmHm,AzHcZXCCwPdseCrkmHm
"_BkqEd,HnHzXkz","_BkqEd,HnHzXkz"
QwVeu.z*ROOXa,QwVeu.z*ROOXa
.qih%TZg,.qih%TZg
lqVhWLVRtyOH,lqVhWLVRtyOH
aFKIuhgk(C(O,aFKIuhgk(C(O
klq.,klq.
EFTEYWG>DLoDKI,EFTEYWG>DLoDKI
#c:gtI`,#c:gtI`
gRnQ.VTGpz_Qcq,gRnQ.VTGpz_Qcq
a:VNCDSNk,a:VNCDSNk
QhONF+RSmE]Dqg,QhONF+RSmE]Dqg
tFGWNHM,tFGWNHM
Vr\\CH<\797,Vr\\CH<\797
TGtD'XtFVF'qhu,TGtD'XtFVF'qhu
*DViNrNPA,*DViNrNPA
g<I<WtUzDCSQQqVDzZTHR',g<I<WtUzDCSQQqVDzZTHR'
K'=WOapgmtvcPIekGe=DPQ,K'=WOapgmtvcPIekGe=DPQ
"L;N[","L;N["
"-IM,wCZOpC<XEfR","-IM,wCZOpC<XEfR"
gYbr]'f546,gYbr]'f546
"NBugbQGEgs@RuZO;SOQ","NBugbQGEgs@RuZO;SOQ"
XlnqTL/knCisYv+895,XlnqTL/knCisYv+895
?r\e,?r\e
d(`O,d(`O
bIyq_GzqOt977,bIyq_GzqOt977
Pqxe+ezJpdQq,Pqxe+ezJpdQq
xrglgVcYdvj,xrglgVcYdvj
eGmLAfVHmyBPeBaMM,eGmLAfVHmyBPeBaMM
sUlUvHSDxhHadXP,sUlUvHSDxhHadXP
iLjgJVumqRrorIKwnU,iLjgJVumqRrorIKwnU
uB\Xr',uB\Xr'
V'458,V'458
nSesOkrojGQIbjoj&&S$sld,nSesOkrojGQIbjoj&&S$sld
"O$Xbg,ts]OVOeevn","O$Xbg,ts]OVOeevn"
".] OBo",".] OBo"
YlrtMZQbwfgo+wfGRV,YlrtMZQbwfgo+wfGRV
"L';YfBlrQnRXPJi\Rpdw","L';YfBlrQnRXPJi\Rpdw"
xlPja)eEDN=yYA,xlPja)eEDN=yYA
[gPHZ^v]ogg,[gPHZ^v]ogg
ov*ZMx`dI,ov*ZMx`dI
"Xqs/ ","Xqs/ "
"HOEUcGUpBG,119","HOEUcGUpBG,119"
"DBRsAiholAB;MzF","DBRsAiholAB;MzF"
]yTxZs(oNBfz,]yTxZs(oNBfz
IqQub=pZ#jhx#Osb,IqQub=pZ#jhx#Osb
ljhNrsviPli(?LOZTmEp,ljhNrsviPli(?LOZTmEp
]cwCvA,]cwCvA
iIStDe.zP,iIStDe.zP
VJbNrmiEDUIKnfzLBKt,VJbNrmiEDUIKnfzLBKt
IKT%ZvsYxp],IKT%ZvsYxp]
"w<TEHKiYSkgL,zjpeWYej","w<TEHKiYSkgL,zjpeWYej"
hFBMQQuIqugXaxlhddab398,hFBMQQuIqugXaxlhddab398
E-V_WZ%h625,E-V_WZ%h625
U[K\,U[K\
nEegYTSTE166,nEegYTSTE166
A=OqMh&tp,A=OqMh&tp
kGHYgpSAtt(Ybzet$YQ$216,kGHYgpSAtt(Ybzet$YQ$216
"zrNFrkm,zjzfmuxIYK","zrNFrkm,zjzfmuxIYK"
Q:T.UZSu,Q:T.UZSu
aDsIhEWOi,aDsIhEWOi
"oAxX;R-HG","oAxX;R-HG"
FfW$V*kUfe,FfW$V*kUfe
WJT'/cGC'DNZA,WJT'/cGC'DNZA
VDJylh)>365,VDJylh)>365
ysI_Y:110,ysI_Y:110
TVI_gnWerwak#kXM*Nn,TVI_gnWerwak#kXM*Nn
dXwspSkme>SXMVQN,dXwspSkme>SXMVQN
v/CO.vwHZqekHGsBRQdVa,v/CO.vwHZqekHGsBRQdVa
gQGfkUzkppjcz,gQGfkUzkppjcz
=KkkjmKI,=KkkjmKI
acliH,acliH
ztpwYUGdUOdTBtpoJK,ztpwYUGdUOdTBtpoJK
ET\n416,ET\n416
WchOBSuoP,WchOBSuoP
";O@MC#WG",";O@MC#WG"
ddPoYuQB,ddPoYuQB
aCSsWyx]ULyUm[D,aCSsWyx]ULyUm[D
ebe-'ZvRt?rpLO,ebe-'ZvRt?rpLO
baJFl]hSHINKK%N(PgYIU,baJFl]hSHINKK%N(PgYIU
HKOfVkx,HKOfVkx
]FhScrBD<455,]FhScrBD<455
tTtd,tTtd
ebfrJg#941,ebfrJg#941
FeWYkaZIYUw,FeWYkaZIYUw
JfFmOnT,JfFmOnT
*NRP_,*NRP_
PsvudymjSsjXIh,PsvudymjSsjXIh
Sty%ZNnHqXS]uig=D,Sty%ZNnHqXS]uig=D
IXu[Gx?BoiEObyBz:,IXu[Gx?BoiEObyBz:
W&fDsRiOoEDB@O,W&fDsRiOoEDB@O
-#R,-#R
XODvfvyRzC/AkyirtvLj893,XODvfvyRzC/AkyirtvLj893
mhhDZaFU616,mhhDZaFU616
"hLNkHG `UDRXanvIrobqoF","hLNkHG `UDRXanvIrobqoF"
QfQvtOZpYjHQPDYxj,QfQvtOZpYjHQPDYxj
FeBuhjtnEtwnIBPG,FeBuhjtnEtwnIBPG
KoGJS^TTkmbPWykF809,KoGJS^TTkmbPWykF809
EtGQAXCc.<b=s,EtGQAXCc.<b=s
fzTPn$v,fzTPn$v
TT<+AxVZ*,TT<+AxVZ*
HBaPO((pnmfkMAdKDJwAX,HBaPO((pnmfkMAdKDJwAX
\aXXuquXgLrNkCn,\aXXuquXgLrNkCn
"qc;.","qc;."
"jEKeR Gk","jEKeR Gk"
uR,uR
";@cla$",";@cla$"
GmQz/nXf*H?G,GmQz/nXf*H?G
@LR-bCCbNfo?,@LR-bCCbNfo?
YzZUnQEdgaFRrvUPq,YzZUnQEdgaFRrvUPq
SVu)hx>Dt,SVu)hx>Dt
wFWdEixL)AuVcfcd,wFWdEixL)AuVcfcd
LkRpZu<c,LkRpZu<c
cHK($PsNLm'PvESxMJiqcWj556,cHK($PsNLm'PvESxMJiqcWj556
".Q;GmyeakZat",".Q;GmyeakZat"
:PTFb\-892,:PTFb\-892
w&pR,w&pR
pImzliwgTMGVsaWr,pImzliwgTMGVsaWr
Fm.*,Fm.*
BOBhdlCEF>DiXRWZLid,BOBhdlCEF>DiXRWZLid
"MMzWN koA","MMzWN koA"
hWVHMqNZ*RwyT#744,hWVHMqNZ*RwyT#744
MXzHQZt._YvPgg]GpLZI456,MXzHQZt._YvPgg]GpLZI456
ynwnc*Ltf,ynwnc*Ltf
):Z214,):Z214
kUxSgC,kUxSgC
s_ybmTKx,s_ybmTKx
aW[GyKEKSULmQDLEuYwJx,aW[GyKEKSULmQDLEuYwJx
&biO>967,&biO>967
iitQZC:alNzzNhdZ-SfMTU@157,iitQZC:alNzzNhdZ-SfMTU@157
/M^*,/M^*
"+U^Fn;iIU","+U^Fn;iIU"
"C fT#%i","C fT#%i"
$O),$O)
Z%GD*py%QhTxiBLTxNfgr,Z%GD*py%QhTxiBLTxNfgr
jFxJjKuvjB-$fqA/Eu,jFxJjKuvjB-$fqA/Eu
wFxyYyajwt,wFxyYyajwt
GyMLB,GyMLB
EbNiYz]$czu,EbNiYz]$czu
rVfBPtfSalYudrcRolF,rVfBPtfSalYudrcRolF
bW'^W+mFdG/780,bW'^W+mFdG/780
jNQUMTLvrSzg&FuA\C832,jNQUMTLvrSzg&FuA\C832
AhZ/RhrkzjJBF,AhZ/RhrkzjJBF
TzNVtIIb+^rb,TzNVtIIb+^rb
lYVJzMzKrGHOSLnpsIZa,lYVJzMzKrGHOSLnpsIZa
"k;DfVMxZVaqIA]eBKB","k;DfVMxZVaqIA]eBKB"
uoeRzheOueIehTvXmQ,uoeRzheOueIehTvXmQ
\jRpGHeG$icdCFVOYU,\jRpGHeG$icdCFVOYU
.XF=_CSvrEWbT,.XF=_CSvrEWbT
ChzTYHFfqBnEiIsw,ChzTYHFfqBnEiIsw
pF/yex]g&ui,pF/yex]g&ui
jiqrAAVI%+&InSZQpUbq,jiqrAAVI%+&InSZQpUbq
sSwQnpJwOUHvaHyDC,sSwQnpJwOUHvaHyDC
`I>juBb,`I>juBb
"kS[lFsWUm?;Hi","kS[lFsWUm?;Hi"
UF?CfvnfIxBa,UF?CfvnfIxBa
"v,Fb%Htbv\","v,Fb%Htbv\"
RTudFMGPFPWFhtB,RTudFMGPFPWFhtB
FgEOFqQIQrEBfLn(Snf713,FgEOFqQIQrEBfLn(Snf713
AumU.jBWLEMhCWdO,AumU.jBWLEMhCWdO
ABG>fiMPk247,ABG>fiMPk247
%xIWsiYCZcOfPIDL,%xIWsiYCZcOfPIDL
"s% fQ@nTCPIa977","s% fQ@nTCPIa977"
IB:Pckm\uXKj_,IB:Pckm\uXKj_
soh,soh
aCy.jSKfkXpZAfY,aCy.jSKfkXpZAfY
bTGxhSJwgYJ,bTGxhSJwgYJ
wz-PfhhcF,wz-PfhhcF
^trVjOcgRzdmNB%ZY],^trVjOcgRzdmNB%ZY]
rItHn'^T,rItHn'^T
&qq,&qq
mp$uO@CNRgtrTxX,mp$uO@CNRgtrTxX
HhDO^GVyQGAsIutLcgXf,HhDO^GVyQGAsIutLcgXf
"u U);jSo900","u U);jSo900"
IEqjpYUySsorzkKmuSkb,IEqjpYUySsorzkKmuSkb
eVhwycMgjLc)636,eVhwycMgjLc)636
zzCnVAcmGzs>kyyoPRwby,zzCnVAcmGzs>kyyoPRwby
(HsmafUeMNvrTkDYLDPe,(HsmafUeMNvrTkDYLDPe
B=YnDaXHM,B=YnDaXHM
">;XJr",">;XJr"
`XOlTHAHZTQ<lZJ,`XOlTHAHZTQ<lZJ
W*KYGGyRhFhykKRtHt,W*KYGGyRhFhykKRtHt
]MibsumnHUC,]MibsumnHUC
GvkCehEQfJmQPzMfzg,GvkCehEQfJmQPzMfzg
Dth@DpWREj[froqvP,Dth@DpWREj[froqvP
"kiuKiIXxpeHivpg,655","kiuKiIXxpeHivpg,655"
O+970,O+970
mwL)531,mwL)531
LnDm+zKlnDb]NJ=zzUG,LnDm+zKlnDb]NJ=zzUG
KmSUBXkkBTPPByGDuvo630,KmSUBXkkBTPPByGDuvo630
"VG[IRDxkBlhX$jI s816","VG[IRDxkBlhX$jI s816"
F,F
txbOZZceaKUiTHSB(478,txbOZZceaKUiTHSB(478
"l-?;","l-?;"
Y+TMIzX,Y+TMIzX
D^vfNkruRLrMX,D^vfNkruRLrMX
vJOH_n,vJOH_n
hWv,hWv
H^NEMXQMDIxHJ,H^NEMXQMDIxHJ
"fQb;ZxWBYMpGPd)","fQb;ZxWBYMpGPd)"
PLWv>#RIDzCQ[Gn,PLWv>#RIDzCQ[Gn
ED-krsrxuhuUT-TG.,ED-krsrxuhuUT-TG.
DL(=AJr[N,DL(=AJr[N
yYiFaRAwmEkgOnmNNDK,yYiFaRAwmEkgOnmNNDK
hF%>biX,hF%>biX
mbKtEYFhNNwXiFiou,mbKtEYFhNNwXiFiou
DIHIYKGsTQWILgbNXf,DIHIYKGsTQWILgbNXf
xBD=cJ,xBD=cJ
"DeelnzJUtUhxmFgk;157","DeelnzJUtUhxmFgk;157"
leRKI_SB*',leRKI_SB*'
iWEufEqfWtIw,iWEufEqfWtIw
h_/,h_/
"ZNkwpTfqGu:jExuJVF ngI","ZNkwpTfqGu:jExuJVF ngI"
cIFSsHPUf[LfDECXBVyv&K,cIFSsHPUf[LfDECXBVyv&K
I'[,I'[
"N urTG","N urTG"
lfP=387,lfP=387
Acz/wyfHUWqdolnodp^w,Acz/wyfHUWqdolnodp^w
sf%wLrWS@rFjsQ]DvmEADMB951,sf%wLrWS@rFjsQ]DvmEADMB951
*s<<,*s<<
gxx@PPyNPUwJRr`CT379,gxx@PPyNPUwJRr`CT379
u[rWqww\MlxjJyYtr=PF,u[rWqww\MlxjJyYtr=PF
+zaT-,+zaT-
tSxV,tSxV
zlbTbWdatKhafMm,zlbTbWdatKhafMm
"s,cyhoB","s,cyhoB"
THcdlJyqjCxeZNMIgJv,THcdlJyqjCxeZNMIgJv
"y <l#p","y <l#p"
MlNRcMedEx]seJheMPuz#g,MlNRcMedEx]seJheMPuz#g
"%t` u185","%t` u185"
"A:oktM*;mCaRJpislYMnk","A:oktM*;mCaRJpislYMnk"
(A,(A
yL\,yL\
)mvzi-zGtKM,)mvzi-zGtKM
uPeM*mDNX,uPeM*mDNX
gUpMXozNBPlbWb,gUpMXozNBPlbWb
neNACWezrpulZ,neNACWezrpulZ
rXEXnWt['KnaThh&VZcFq,rXEXnWt['KnaThh&VZcFq
?YbYNuRUcl,?YbYNuRUcl
"^^,d","^^,d"
hYSNZVQtLCJbgoHX\L,hYSNZVQtLCJbgoHX\L
sbSd`mHozeeV_qVAALWB874,sbSd`mHozeeV_qVAALWB874
EjCZXambXq:Ptn,EjCZXambXq:Ptn
"aFGZmshydZH,W?Gj","aFGZmshydZH,W?Gj"
"XDSkFoRWHcL .C","XDSkFoRWHcL .C"
Ho(ywpglKDw:g,Ho(ywpglKDw:g
RfgQijVzvdZpfWRW,RfgQijVzvdZpfWRW
kUfnW&#mvx,kUfnW&#mvx
:lYjIeqg>xjQkQeGWhA,:lYjIeqg>xjQkQeGWhA
QdQD,QdQD
j'HoABwlVUHsu?LsrMveh,j'HoABwlVUHsu?LsrMveh
@$y305,@$y305
W=mPob+IDz=:495,W=mPob+IDz=:495
YOw*xymS?bJetJfPu,YOw*xymS?bJetJfPu
"mIi GpDXmfhhK","mIi GpDXmfhhK"
vau)HzvMBIudWvdb#'bXdop,vau)HzvMBIudWvdb#'bXdop
cDa,cDa
Ch'tSCbQp,Ch'tSCbQp
DWQa$ZwLzMzB116,DWQa$ZwLzMzB116
fTPLibzUldhCDDgoMWE[,fTPLibzUldhCDDgoMWE[
KbpPXBJeOtRLAp<328,KbpPXBJeOtRLAp<328
qJ@ucaYwRgouNkaimaIHd,qJ@ucaYwRgouNkaimaIHd
A__ui.HjpJ303,A__ui.HjpJ303
MnH)oqiEeLst)elp`FL,MnH)oqiEeLst)elp`FL
C(F,C(F
uzrZzzpCw_i[Jq,uzrZzzpCw_i[Jq
uzMITaq%511,uzMITaq%511
%A(R,%A(R
AQjvqDxnPFOvNQO:KLG,AQjvqDxnPFOvNQO:KLG
)RqzFNHdn=HpkkQNi#QD,)RqzFNHdn=HpkkQNi#QD
"B*,yUDnAIZupxGXnR aiIIo","B*,yUDnAIZupxGXnR aiIIo"
gWNVQKdLqjjhX%jzWW,gWNVQKdLqjjhX%jzWW
'U?K%pGFZf,'U?K%pGFZf
Jd_-iBIXqDPM,Jd_-iBIXqDPM
"CrAVmbeQObrN. rDLNAW'y","CrAVmbeQObrN. rDLNAW'y"
"X  =","X  ="
ELSWwiITQAOWSCkvPJk,ELSWwiITQAOWSCkvPJk
tZZkpw,tZZkpw
<_[WZ,<_[WZ
m/x:Ld392,m/x:Ld392
";AvHn]gqqXcjOnCLxForw",";AvHn]gqqXcjOnCLxForw"
+pinQo&Dp<hJHL'543,+pinQo&Dp<hJHL'543
n*Q/zFbN,n*Q/zFbN
S`[-atfC,S`[-atfC
>NNWkR#,>NNWkR#
:AxfPGRBEm$EPMe/ch,:AxfPGRBEm$EPMe/ch
VqGusqeNBcHvqZAB,VqGusqeNBcHvqZAB
"#AUqOyyLgW,ZiroVc","#AUqOyyLgW,ZiroVc"
vcb`D*nMsQKe,vcb`D*nMsQKe
FGNMFrlLNCYLNMXJfDak,FGNMFrlLNCYLNMXJfDak
BplsIjAEh,BplsIjAEh
JL+Yn=u^yO,JL+Yn=u^yO
wcjWYaJrMFqI/jnEFcl-o,wcjWYaJrMFqI/jnEFcl-o
xxvaToRHKrtU)egeby,xxvaToRHKrtU)egeby
bFAstXHgQ?uGrtWN%779,bFAstXHgQ?uGrtWN%779
SnSUePwXNbQgZJtBDS154,SnSUePwXNbQgZJtBDS154
jGxZStHg,jGxZStHg
HUbikewMfsIINfLPIM:mH,HUbikewMfsIINfLPIM:mH
rkKsPlhJTQVSYhtkaFey,rkKsPlhJTQVSYhtkaFey
k=Pf(VPu:rBAbX,k=Pf(VPu:rBAbX
ystA`X%uGjZaR,ystA`X%uGjZaR
jStaBi[367,jStaBi[367
bfWVFRFQE%rQ[ZMi:PRtjVK,bfWVFRFQE%rQ[ZMi:PRtjVK
Ii`,Ii`
chXlagqHfuvB%a.Y^pZ,chXlagqHfuvB%a.Y^pZ
#(#e,#(#e
"`lf-FuqZMF;348","`lf-FuqZMF;348"
sLrOAz,sLrOAz
kBAbzBldqrjSLrnFs/291,kBAbzBldqrjSLrnFs/291
LqaFCTLihQvgF726,LqaFCTLihQvgF726
ciNafLLiAhIKRDMku>121,ciNafLLiAhIKRDMku>121
wRMqQErKBCjvLRILGwB,wRMqQErKBCjvLRILGwB
igHL$Typ?235,igHL$Typ?235
LGlllXR,LGlllXR
RKjb,RKjb
:=q+ygUrDEAG,:=q+ygUrDEAG
"e>zwlw=vbIG,718","e>zwlw=vbIG,718"
ARzTs,ARzTs
"+w;zKveKzpMBVAHv[V","+w;zKveKzpMBVAHv[V"
aTQhIQvgGfl)jv,aTQhIQvgGfl)jv
"XhLuYIxaeD Wwo","XhLuYIxaeD Wwo"
&HNSlwUQG$(:240,&HNSlwUQG$(:240
FXpRNMTonUOgbzZ%QD^b,FXpRNMTonUOgbzZ%QD^b
FUkCOAK@775,FUkCOAK@775
upCKmrUXe@FFbrx(YBmP`r943,upCKmrUXe@FFbrx(YBmP`r943
Ltxp<V,Ltxp<V
SOzGC,SOzGC
OEjGgscErWziFFl205,OEjGgscErWziFFl205
eKbRkQOPfARU-Q-UnVGAqE/)616,eKbRkQOPfARU-Q-UnVGAqE/)616
[XL%VuWmZQsr,[XL%VuWmZQsr
"BhO,WGiKIHj^mnK]MGktzY","BhO,WGiKIHj^mnK]MGktzY"
QoolXDPlpwPWcl,QoolXDPlpwPWcl
?>TooN,?>TooN
eIuaZfBvZMZLYkv,eIuaZfBvZMZLYkv
EOZDdn]*V,EOZDdn]*V
GF#jedLKDTSMCk,GF#jedLKDTSMCk
r$A597,r$A597
L$nBmodJqDUvNLuB\,L$nBmodJqDUvNLuB\
fZlDGPsC'J$h/kM,fZlDGPsC'J$h/kM
ZUXKGPhDkJJSKGi,ZUXKGPhDkJJSKGi
zctyNe,zctyNe
q/tAx&doj,q/tAx&doj
"KHO J`bBGgDfu=","KHO J`bBGgDfu="
AkF,AkF
"zxIEM,GbJ(bDKp475","zxIEM,GbJ(bDKp475"
nktgHXWsrYjriKmNdnt,nktgHXWsrYjriKmNdnt
"C;DI]zVn*[817","C;DI]zVn*[817"
"gE]JU>WhAfMDBik s","gE]JU>WhAfMDBik s"
p$&@Zqj,p$&@Zqj
+FhICDahu^NpqbljPaob652,+FhICDahu^NpqbljPaob652
%lUj:%vUBMxJ,%lUj:%vUBMxJ
OtYBXRkvOEI<*oL,OtYBXRkvOEI<*oL
Y'BXKKPhI$FfcHp%OE,Y'BXKKPhI$FfcHp%OE
"hcBHD rXbUU&YHZ\AKHAV","hcBHD rXbUU&YHZ\AKHAV"
xj&,xj&
RzlQHZQUAHMUIf_964,RzlQHZQUAHMUIf_964
A425,A425
bN$wk,bN$wk
XkXDc>kPeN:dSKboxxpuMR,XkXDc>kPeN:dSKboxxpuMR
IJYwu*LxdWbW<wE+Hf,IJYwu*LxdWbW<wE+Hf
rDAQqWXWXnKASND,rDAQqWXWXnKASND
"jCLe;Y?r","jCLe;Y?r"
BlineiHcG`G,BlineiHcG`G
*XwGxSOxKFHgwHa-414,*XwGxSOxKFHgwHa-414
AUc&\+,AUc&\+
$E)d$zsA,$E)d$zsA
hWhMuN*^kzyQ,hWhMuN*^kzyQ
QgXJhw,QgXJhw
"ltAXjgfeqwyP,BmWVvwb","ltAXjgfeqwyP,BmWVvwb"
O@+yVZdoEzu#QnUE,O@+yVZdoEzu#QnUE
"qVyPQJqQIldk/T hxjkD","qVyPQJqQIldk/T hxjkD"
JrCE,JrCE
bpy%SKTLMnP:kdInnNqDFJ173,bpy%SKTLMnP:kdInnNqDFJ173
XNuMDv_vMl+,XNuMDv_vMl+
(SdNa@w522,(SdNa@w522
%GBRQ_405,%GBRQ_405
Ej/jM<r,Ej/jM<r
ZSe/CCcpWUp^Za,ZSe/CCcpWUp^Za
XkInfFLcrvv/f(vNfMV,XkInfFLcrvv/f(vNfMV
SZjBQS<HktjEcIi@i,SZjBQS<HktjEcIi@i
G,G
c.`nMrz,c.`nMrz
IRtojvWPYnRWdLJCgSC,IRtojvWPYnRWdLJCgSC
"sAJFZk;Pe-qRW&L646","sAJFZk;Pe-qRW&L646"
G',G'
WwjAamMDePhTOJxJ&319,WwjAamMDePhTOJxJ&319
"ZO*LsbBvRpk QhlZCPaKl","ZO*LsbBvRpk QhlZCPaKl"
(hM>,(hM>
DjTBeSkd_g/AP,DjTBeSkd_g/AP
"W,fYbMVJDWcygHkWfqUoB","W,fYbMVJDWcygHkWfqUoB"
BcbYRyjMpxkAQsMmkTW,BcbYRyjMpxkAQsMmkTW
RCqpvkA,RCqpvkA
GIwNkOL\z<Bgo[x,GIwNkOL\z<Bgo[x
"Y;O[L","Y;O[L"
teAfENvLaTbDEKhAuc,teAfENvLaTbDEKhAuc
U.->CaGCSY,U.->CaGCSY
CXkRb*^GpUAnFrDxo,CXkRb*^GpUAnFrDxo
eb@mAbxKhd\hN,eb@mAbxKhd\hN
p#Be#&151,p#Be#&151
Xi#130,Xi#130
"W`XHwRCtOzkSdJMVi-P;lK","W`XHwRCtOzkSdJMVi-P;lK"
bfRe,bfRe
"FErDfXtT[tUuW`;JKBII","FErDfXtT[tUuW`;JKBII"
y)jNQcs_ozE)A297,y)jNQcs_ozE)A297
]K)&,]K)&
Hz?gJA,Hz?gJA
Hyq,Hyq
:UGiktydRccXvh,:UGiktydRccXvh
=f@,=f@
T/ntmStGgvrf&N,T/ntmStGgvrf&N
XusgI,XusgI
bsoDs++$Dq,bsoDs++$Dq
TfEspxBxA\WiX,TfEspxBxA\WiX
JeAN>rzfhHpqSmFNYr)Xl,JeAN>rzfhHpqSmFNYr)Xl
"rDObX(KCPujnX+,","rDObX(KCPujnX+,"
gQozaBKRsccxL@>,gQozaBKRsccxL@>
JLBWNDjYzWCeHhD,JLBWNDjYzWCeHhD
e`499,e`499
/h[cE#cy,/h[cE#cy
hnI]vneCcShnigDQ$O,hnI]vneCcShnigDQ$O
^GQTci'YET,^GQTci'YET
orpurKCS=gJrX-DD,orpurKCS=gJrX-DD
ZczkUdM,ZczkUdM
Roo$@cMptkuVA-,Roo$@cMptkuVA-
BclS?rLOXs+qSmGJXeG#BAe,BclS?rLOXs+qSmGJXeG#BAe
ILNaDUvVLHV?219,ILNaDUvVLHV?219
"d,eSQHjCA+yfEefnP-MlZ","d,eSQHjCA+yfEefnP-MlZ"
><mUFUIwhCzaX+,><mUFUIwhCzaX+
GDFkpRA,GDFkpRA
DBaVAbQRIR*,DBaVAbQRIR*
"yRsPUzL )Sfggs=","yRsPUzL )Sfggs="
Z%G'lXRv,Z%G'lXRv
AfvuPgKqvc<+,AfvuPgKqvc<+
"ubXE>;ss@RNOJmPeQdllgV","ubXE>;ss@RNOJmPeQdllgV"
SfnH%xEjfqQ,SfnH%xEjfqQ
\uB),\uB)
JcLzhxZU)APlu$=,JcLzhxZU)APlu$=
PEiD,PEiD
pYMwQEgLIs,pYMwQEgLIs
bFbCweiGBx,bFbCweiGBx
s/mCtDRV<xXJu,s/mCtDRV<xXJu
"+z,^Fo","+z,^Fo"
"bIpSBtHpT;Y","bIpSBtHpT;Y"
xQMtCqcUJwccWQ187,xQMtCqcUJwccWQ187
Be`UDlJlKRk)`JfKnBVb,Be`UDlJlKRk)`JfKnBVb
"DWOGvm?E JYdz","DWOGvm?E JYdz"
uZhfua#ScEg?yW<A,uZhfua#ScEg?yW<A
gFXwpQNgDFhZO'OwjKLkC,gFXwpQNgDFhZO'OwjKLkC
ZZnlFIqpehgX,ZZnlFIqpehgX
$h,$h
aL=,aL=
WPynXUWKQAkKxBPE,WPynXUWKQAkKxBPE
daNCmwhvAncdtrFPS,daNCmwhvAncdtrFPS
